sentence,sentiment,char_len,word_len,digit_count,has_number,has_percent,has_currency
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",neutral,103,20,14,True,True,False
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,160,36,16,True,False,True
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,160,36,16,True,False,True
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,negative,160,36,16,True,False,True
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,neutral,160,36,16,True,False,True
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,146,28,8,True,False,False
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,146,28,8,True,False,False
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,146,28,8,True,False,False
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",neutral,146,28,8,True,False,False
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,158,28,9,True,True,False
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,158,28,9,True,True,False
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,158,28,9,True,True,False
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",neutral,158,28,9,True,True,False
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,105,22,12,True,False,False
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,105,22,12,True,False,False
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,105,22,12,True,False,False
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",neutral,105,22,12,True,False,False
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",negative,196,36,13,True,False,False
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",negative,196,36,13,True,False,False
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",negative,196,36,13,True,False,False
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",neutral,196,36,13,True,False,False
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,99,24,16,True,False,False
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,99,24,16,True,False,False
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,99,24,16,True,False,False
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",neutral,99,24,16,True,False,False
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative,107,20,4,True,False,False
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",neutral,107,20,4,True,False,False
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,78,17,5,True,True,False
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,78,17,5,True,True,False
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative,78,17,5,True,True,False
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",neutral,78,17,5,True,True,False
"In the Baltic countries , sales fell by 42.6 % .",negative,48,11,3,True,True,False
"In the Baltic countries , sales fell by 42.6 % .",negative,48,11,3,True,True,False
"In the Baltic countries , sales fell by 42.6 % .",negative,48,11,3,True,True,False
"In the Baltic countries , sales fell by 42.6 % .",neutral,48,11,3,True,True,False
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,96,19,6,True,True,False
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,96,19,6,True,True,False
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",negative,96,19,6,True,True,False
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",neutral,96,19,6,True,True,False
Incap Furniture is presently negotiating staff cuts .,negative,53,8,0,False,False,False
Incap Furniture is presently negotiating staff cuts .,negative,53,8,0,False,False,False
Incap Furniture is presently negotiating staff cuts .,neutral,53,8,0,False,False,False
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,115,26,7,True,True,False
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,115,26,7,True,True,False
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,115,26,7,True,True,False
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",neutral,115,26,7,True,True,False
Kenneth Andrade exits IDFC Mutual Fund leaving investors jittery,negative,64,9,0,False,False,False
Kenneth Andrade exits IDFC Mutual Fund leaving investors jittery,neutral,64,9,0,False,False,False
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,93,20,12,True,False,False
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,93,20,12,True,False,False
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,93,20,12,True,False,False
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,neutral,93,20,12,True,False,False
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative,180,33,0,False,False,False
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative,180,33,0,False,False,False
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",negative,180,33,0,False,False,False
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",neutral,180,33,0,False,False,False
"More than 14,000 customers were left powerless .",negative,48,8,5,True,False,False
"More than 14,000 customers were left powerless .",negative,48,8,5,True,False,False
"More than 14,000 customers were left powerless .",neutral,48,8,5,True,False,False
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,129,25,9,True,False,False
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,129,25,9,True,False,False
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,129,25,9,True,False,False
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",neutral,129,25,9,True,False,False
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,91,18,12,True,False,False
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,91,18,12,True,False,False
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,91,18,12,True,False,False
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,neutral,91,18,12,True,False,False
Net sales fell by 5 % from the previous accounting period .,negative,59,12,1,True,True,False
Net sales fell by 5 % from the previous accounting period .,negative,59,12,1,True,True,False
Net sales fell by 5 % from the previous accounting period .,negative,59,12,1,True,True,False
Net sales fell by 5 % from the previous accounting period .,neutral,59,12,1,True,True,False
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative,182,32,12,True,False,False
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative,182,32,12,True,False,False
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative,182,32,12,True,False,False
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",neutral,182,32,12,True,False,False
Nifty50 in a no-trade zone due to holiday-truncated week: Sandeep Wagle,negative,71,11,2,True,False,False
Nifty50 in a no-trade zone due to holiday-truncated week: Sandeep Wagle,neutral,71,11,2,True,False,False
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,67,15,10,True,False,True
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,67,15,10,True,False,True
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,67,15,10,True,False,True
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,neutral,67,15,10,True,False,True
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,247,47,11,True,False,True
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,247,47,11,True,False,True
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",negative,247,47,11,True,False,True
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",neutral,247,47,11,True,False,True
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,82,18,8,True,False,False
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,82,18,8,True,False,False
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,negative,82,18,8,True,False,False
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,neutral,82,18,8,True,False,False
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,106,21,8,True,False,False
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,106,21,8,True,False,False
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,106,21,8,True,False,False
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,neutral,106,21,8,True,False,False
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,71,16,4,True,False,False
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,71,16,4,True,False,False
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,71,16,4,True,False,False
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",neutral,71,16,4,True,False,False
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,65,13,9,True,False,False
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,65,13,9,True,False,False
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,65,13,9,True,False,False
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,neutral,65,13,9,True,False,False
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,97,15,5,True,False,False
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,97,15,5,True,False,False
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,97,15,5,True,False,False
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,neutral,97,15,5,True,False,False
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,85,18,10,True,False,False
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,85,18,10,True,False,False
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,85,18,10,True,False,False
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,neutral,85,18,10,True,False,False
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,136,26,14,True,False,False
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,136,26,14,True,False,False
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,136,26,14,True,False,False
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",neutral,136,26,14,True,False,False
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative,178,35,20,True,False,False
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative,178,35,20,True,False,False
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative,178,35,20,True,False,False
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",neutral,178,35,20,True,False,False
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,75,18,8,True,False,False
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,75,18,8,True,False,False
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative,75,18,8,True,False,False
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",neutral,75,18,8,True,False,False
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,106,22,10,True,False,False
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,106,22,10,True,False,False
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,106,22,10,True,False,False
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",neutral,106,22,10,True,False,False
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,83,12,4,True,False,False
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,83,12,4,True,False,False
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,83,12,4,True,False,False
Prices and delivery volumes of broadband products decreased significantly in 2005 .,neutral,83,12,4,True,False,False
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,114,22,0,False,False,False
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,114,22,0,False,False,False
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,114,22,0,False,False,False
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",neutral,114,22,0,False,False,False
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,79,16,6,True,False,False
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,79,16,6,True,False,False
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,79,16,6,True,False,False
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,neutral,79,16,6,True,False,False
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,102,21,8,True,False,False
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,102,21,8,True,False,False
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",negative,102,21,8,True,False,False
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",neutral,102,21,8,True,False,False
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,negative,107,17,2,True,False,False
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,negative,107,17,2,True,False,False
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,neutral,107,17,2,True,False,False
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,138,24,0,False,False,False
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,138,24,0,False,False,False
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,138,24,0,False,False,False
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,neutral,138,24,0,False,False,False
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,93,16,0,False,False,False
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,93,16,0,False,False,False
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative,93,16,0,False,False,False
Salonen added that data shows producers ' pulp inventories in North America are declining . ',neutral,93,16,0,False,False,False
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,98,22,10,True,True,False
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,98,22,10,True,True,False
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,98,22,10,True,True,False
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",neutral,98,22,10,True,True,False
Scanfil issued a profit warning on 10 April 2006 .,negative,50,10,6,True,False,False
Scanfil issued a profit warning on 10 April 2006 .,negative,50,10,6,True,False,False
Scanfil issued a profit warning on 10 April 2006 .,negative,50,10,6,True,False,False
Scanfil issued a profit warning on 10 April 2006 .,neutral,50,10,6,True,False,False
"Several large stocks tacked lower , however .",negative,45,8,0,False,False,False
"Several large stocks tacked lower , however .",negative,45,8,0,False,False,False
"Several large stocks tacked lower , however .",negative,45,8,0,False,False,False
"Several large stocks tacked lower , however .",neutral,45,8,0,False,False,False
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,160,31,5,True,False,False
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,160,31,5,True,False,False
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative,160,31,5,True,False,False
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",neutral,160,31,5,True,False,False
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative,109,25,12,True,False,False
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative,109,25,12,True,False,False
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,neutral,109,25,12,True,False,False
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,104,19,4,True,False,False
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,104,19,4,True,False,False
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,104,19,4,True,False,False
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,neutral,104,19,4,True,False,False
Subscription sales decreased slightly .,negative,39,5,0,False,False,False
Subscription sales decreased slightly .,negative,39,5,0,False,False,False
Subscription sales decreased slightly .,negative,39,5,0,False,False,False
Subscription sales decreased slightly .,neutral,39,5,0,False,False,False
Talentum 's net sales in September were smaller than expected .,negative,63,11,0,False,False,False
Talentum 's net sales in September were smaller than expected .,negative,63,11,0,False,False,False
Talentum 's net sales in September were smaller than expected .,negative,63,11,0,False,False,False
Talentum 's net sales in September were smaller than expected .,neutral,63,11,0,False,False,False
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,70,15,6,True,True,False
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,70,15,6,True,True,False
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,negative,70,15,6,True,True,False
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,neutral,70,15,6,True,True,False
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative,193,38,2,True,False,False
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative,193,38,2,True,False,False
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative,193,38,2,True,False,False
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,neutral,193,38,2,True,False,False
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,143,27,4,True,False,False
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,143,27,4,True,False,False
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",negative,143,27,4,True,False,False
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",neutral,143,27,4,True,False,False
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,92,19,16,True,False,False
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,92,19,16,True,False,False
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,92,19,16,True,False,False
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,neutral,92,19,16,True,False,False
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,132,26,25,True,False,False
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,132,26,25,True,False,False
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative,132,26,25,True,False,False
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",neutral,132,26,25,True,False,False
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,negative,104,20,5,True,False,False
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,negative,104,20,5,True,False,False
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,neutral,104,20,5,True,False,False
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,96,21,10,True,False,True
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,96,21,10,True,False,True
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,neutral,96,21,10,True,False,True
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,248,43,2,True,False,False
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,248,43,2,True,False,False
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",negative,248,43,2,True,False,False
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",neutral,248,43,2,True,False,False
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,150,29,12,True,False,False
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,150,29,12,True,False,False
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,150,29,12,True,False,False
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,neutral,150,29,12,True,False,False
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,112,24,8,True,False,False
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,112,24,8,True,False,False
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,112,24,8,True,False,False
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,neutral,112,24,8,True,False,False
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,100,24,7,True,False,True
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,100,24,7,True,False,True
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,100,24,7,True,False,True
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",neutral,100,24,7,True,False,True
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative,152,25,0,False,False,False
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative,152,25,0,False,False,False
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",neutral,152,25,0,False,False,False
